age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi,actual_emi_eligibility,predicted_emi_eligibility,prediction_correct,prediction_error
32.0,Male,Married,Professional,118600.0,Private,1.6,Mid-size,Own,0.0,4,3,8400.0,17200.0,6600.0,18200.0,10500.0,Yes,33800.0,635.0,635100.0,186800.0,Personal Loan EMI,247000.0,54,Not_Eligible,6692.0,Not_Eligible,High_Risk,False,True
48.0,Female,Married,Graduate,99700.0,Private,5.1,Large Indian,Family,0.0,2,1,0.0,0.0,13900.0,18000.0,17100.0,No,0.0,797.0,621900.0,314000.0,Vehicle EMI,1154000.0,54,Eligible,33462.0,Eligible,High_Risk,False,True
58.0,Male,Married,Post Graduate,104700.0,Private,3.1,Large Indian,Rented,18100.0,4,3,6100.0,0.0,13400.0,27700.0,7000.0,No,0.0,829.0,219000.0,84700.0,Home Appliances EMI,248000.0,14,High_Risk,19440.0,High_Risk,Not_Eligible,False,True
27.0,Female,Single,High School,62800.0,Government,1.7,Mid-size,Family,0.0,2,1,14700.0,0.0,6900.0,10400.0,10800.0,No,0.0,587.0,461000.0,218100.0,Home Appliances EMI,131000.0,16,Not_Eligible,8800.0,Not_Eligible,High_Risk,False,True
27.0,F,Single,Graduate,39800.0,Private,2.1,Large Indian,Own,0.0,2,1,9100.0,6000.0,4400.0,6200.0,7900.0,No,0.0,584.0,290200.0,63200.0,Personal Loan EMI,74000.0,38,High_Risk,2728.0,High_Risk,Not_Eligible,False,True
27.0,Male,Single,Graduate,71300.0,Private,0.5,Startup,Rented,13700.0,1,0,0.0,0.0,9100.0,11500.0,9800.0,No,0.0,706.0,456800.0,168400.0,Home Appliances EMI,174000.0,16,High_Risk,11968.0,High_Risk,Not_Eligible,False,True
38.0,Male,Married,Graduate,65000.0,Private,0.5,Large Indian,Own,0.0,4,3,2100.0,0.0,5500.0,12700.0,10200.0,No,0.0,688.0,387900.0,213400.0,Education EMI,409000.0,48,High_Risk,13800.0,High_Risk,Eligible,False,True
48.0,Male,Married,Graduate,65300.0,Private,6.0,Mid-size,Own,0.0,3,2,0.0,0.0,3500.0,19400.0,7300.0,No,0.0,753.0,65400.0,39200.0,Education EMI,281000.0,24,High_Risk,16848.0,High_Risk,Eligible,False,True
27.0,Female,Married,Post Graduate,36300.0,Private,1.1,MNC,Own,0.0,5,4,0.0,0.0,5300.0,8800.0,3500.0,Yes,8300.0,749.0,85500.0,39400.0,Home Appliances EMI,32000.0,11,High_Risk,3640.0,High_Risk,Eligible,False,True
27.0,Female,Single,Graduate,51700.0,Private,1.7,Large Indian,Own,0.0,2,1,7400.0,0.0,10200.0,17000.0,7500.0,No,0.0,779.0,173100.0,37800.0,Vehicle EMI,471000.0,44,Eligible,25296.0,Eligible,Not_Eligible,False,True
58.0,Male,Married,Graduate,72200.0,Private,33.9,MNC,Own,0.0,3,2,5400.0,0.0,9700.0,14700.0,9900.0,No,0.0,683.0,473200.0,262000.0,Home Appliances EMI,286000.0,18,High_Risk,17875.0,High_Risk,Not_Eligible,False,True
38.0,Male,Married,Professional,63200.0,Self-employed,7.8,Mid-size,Rented,11700.0,3,2,8400.0,0.0,9400.0,13200.0,9700.0,No,0.0,711.0,167000.0,97600.0,E-commerce Shopping EMI,99000.0,24,High_Risk,4860.0,High_Risk,Not_Eligible,False,True
32.0,Female,Married,Professional,82000.0,Private,0.5,Mid-size,Own,0.0,3,2,10500.0,0.0,8200.0,18500.0,9400.0,No,0.0,850.0,54900.0,32400.0,Education EMI,194000.0,15,Not_Eligible,13593.6,Not_Eligible,High_Risk,False,True
58.0,Female,Married,Graduate,76000.0,Private,6.8,Large Indian,Rented,21200.0,4,3,0.0,0.0,10800.0,15500.0,12600.0,No,0.0,749.0,399200.0,106100.0,E-commerce Shopping EMI,122000.0,17,Not_Eligible,7950.0,Not_Eligible,High_Risk,False,True
48.0,Male,Married,Graduate,33900.0,Private,12.5,Mid-size,Family,0.0,4,3,5200.0,0.0,3000.0,9900.0,4300.0,No,0.0,680.0,167300.0,92900.0,E-commerce Shopping EMI,57000.0,11,High_Risk,5750.0,High_Risk,Not_Eligible,False,True
38.0,Female,Married,Graduate,80200.0,Government,4.5,Large Indian,Rented,26500.0,3,2,3800.0,0.0,7000.0,22400.0,13300.0,No,0.0,850.0,240200.0,80900.0,Home Appliances EMI,73000.0,23,Eligible,4752.0,Eligible,High_Risk,False,True
48.0,Female,Married,Post Graduate,115100.0,Private,14.1,MNC,Rented,21300.0,3,2,0.0,0.0,12700.0,21400.0,15400.0,Yes,11600.0,665.0,259100.0,63400.0,Vehicle EMI,638000.0,79,High_Risk,11445.0,High_Risk,Not_Eligible,False,True
32.0,Female,Married,Graduate,66800.0,Private,1.0,MNC,Own,0.0,4,3,0.0,0.0,5000.0,17600.0,11400.0,No,0.0,729.0,126500.0,55300.0,Education EMI,324000.0,38,High_Risk,13120.0,High_Risk,Eligible,False,True
32.0,Male,Married,Post Graduate,59400.0,Private,5.5,Startup,Own,0.0,3,2,11000.0,7200.0,6400.0,10700.0,7000.0,No,0.0,646.0,79400.0,35900.0,Home Appliances EMI,65000.0,12,Not_Eligible,5472.0,Not_Eligible,High_Risk,False,True
27.0,Male,Single,Post Graduate,39800.0,Government,0.6,Mid-size,Own,0.0,1,0,0.0,0.0,4600.0,8400.0,3400.0,No,0.0,759.0,281500.0,58100.0,Personal Loan EMI,276000.0,21,High_Risk,15444.0,High_Risk,Not_Eligible,False,True
58.0,Male,Married,Post Graduate,99000.0,Government,16.5,Large Indian,Own,0.0,3,2,0.0,6400.0,6500.0,15000.0,10700.0,No,0.0,837.0,670100.0,334200.0,Vehicle EMI,981000.0,35,Eligible,43850.4,Eligible,High_Risk,False,True
32.0,male,Single,Graduate,40300.0,Self-employed,1.5,Startup,Own,20865.0,3,2,0.0,0.0,4600.0,8400.0,5300.0,Yes,6300.0,652.0,147900.0,35500.0,Personal Loan EMI,99000.0,40,Eligible,4945.5,Eligible,Not_Eligible,False,True
48.0,Female,Single,Post Graduate,75700.0,Private,2.8,Mid-size,Own,0.0,1,0,0.0,0.0,9700.0,22300.0,11500.0,Yes,10500.0,621.0,455100.0,172200.0,E-commerce Shopping EMI,80000.0,13,Not_Eligible,6683.6,Not_Eligible,High_Risk,False,True
48.0,Male,Married,Graduate,59500.0,Private,4.9,Startup,Family,0.0,4,3,5100.0,13100.0,3300.0,15800.0,10600.0,No,0.0,677.0,411900.0,193900.0,Education EMI,154000.0,30,High_Risk,6380.0,High_Risk,Not_Eligible,False,True
27.0,Male,Single,Graduate,102200.0,Private,2.4,Large Indian,Own,0.0,1,0,0.0,0.0,6700.0,19000.0,17600.0,No,0.0,647.0,302000.0,160100.0,Home Appliances EMI,270000.0,15,High_Risk,23560.0,High_Risk,Eligible,False,True
48.0,Female,Married,Graduate,87900.0,Self-employed,4.7,MNC,Own,0.0,4,3,15000.0,0.0,7000.0,19700.0,9300.0,Yes,19100.0,773.0,528200.0,254000.0,Education EMI,124000.0,27,Eligible,7401.24,Eligible,High_Risk,False,True
27.0,Male,Single,Graduate,18000.0,Private,5.0,MNC,Family,19016.0,1,0,0.0,0.0,1500.0,3400.0,2000.0,No,0.0,673.0,59400.0,27300.0,Personal Loan EMI,83000.0,41,Eligible,5550.0,Eligible,Not_Eligible,False,True
48.0,Male,Married,Graduate,81600.0,Private,12.9,Mid-size,Own,0.0,4,3,0.0,0.0,4500.0,16100.0,7700.0,No,0.0,708.0,561800.0,206900.0,Personal Loan EMI,918000.0,55,High_Risk,29315.0,High_Risk,Eligible,False,True
38.0,Female,Married,Graduate,56100.0,Private,3.7,Mid-size,Own,0.0,2,1,2700.0,0.0,5900.0,15000.0,6000.0,No,0.0,694.0,117000.0,47900.0,E-commerce Shopping EMI,200000.0,18,High_Risk,13250.0,High_Risk,Not_Eligible,False,True
58.0,Female,Married,High School,54300.0,Private,35.3,Large Indian,Own,0.0,5,4,13200.0,0.0,6000.0,13400.0,7300.0,No,0.0,689.0,321000.0,107900.0,Home Appliances EMI,160000.0,31,High_Risk,7200.0,High_Risk,Eligible,False,True
38.0,Male,Married,Graduate,67300.0,Private,7.2,Large Indian,Family,0.0,3,2,0.0,0.0,5600.0,19200.0,6400.0,No,0.0,717.0,383800.0,225900.0,Education EMI,339000.0,21,Not_Eligible,18050.0,Not_Eligible,High_Risk,False,True
38.0,Female,Married,Graduate,48100.0,Government,4.5,Startup,Rented,11900.0,5,4,0.0,5000.0,6800.0,7500.0,5200.0,No,0.0,686.0,337500.0,201300.0,Education EMI,198000.0,48,Eligible,7078.5,Eligible,High_Risk,False,True
32.0,Male,Single,Post Graduate,75700.0,Government,2.3,Startup,Own,0.0,2,1,0.0,0.0,10500.0,16500.0,5900.0,No,0.0,838.0,219400.0,97000.0,Personal Loan EMI,616000.0,40,High_Risk,25680.0,High_Risk,Eligible,False,True
27.0,Female,Single,Professional,44300.0,Private,5.0,Large Indian,Family,0.0,1,0,0.0,0.0,4700.0,8700.0,3400.0,Yes,13200.0,670.0,240400.0,103100.0,Vehicle EMI,217000.0,71,High_Risk,5005.0,High_Risk,Eligible,False,True
38.0,Male,Married,Graduate,55300.0,Private,1.3,Large Indian,Own,0.0,4,3,0.0,0.0,5800.0,9000.0,8800.0,No,0.0,660.0,167000.0,65000.0,Vehicle EMI,438000.0,32,High_Risk,15850.0,High_Risk,Not_Eligible,False,True
27.0,Male,Single,Graduate,101800.0,Private,1.4,Large Indian,Family,0.0,3,2,8000.0,5200.0,14800.0,29300.0,16000.0,No,0.0,730.0,228600.0,90800.0,Home Appliances EMI,182000.0,18,Eligible,14250.0,Eligible,High_Risk,False,True
38.0,Female,Married,Professional,46400.0,Private,1.3,Large Indian,Own,0.0,3,2,10900.0,5700.0,5100.0,7200.0,7900.0,No,0.0,690.0,330900.0,189000.0,Home Appliances EMI,119000.0,26,High_Risk,5280.0,High_Risk,Not_Eligible,False,True
58.0,Female,Married,Graduate,112700.0,Government,7.0,MNC,Family,0.0,2,1,5100.0,0.0,11800.0,24900.0,21300.0,Yes,14600.0,829.0,542000.0,114400.0,Home Appliances EMI,296000.0,26,High_Risk,16170.0,High_Risk,Eligible,False,True
27.0,Male,Single,Graduate,117700.0,Private,2.3,MNC,Rented,37100.0,1,0,0.0,0.0,17200.0,22800.0,17900.0,No,0.0,658.0,411900.0,95000.0,E-commerce Shopping EMI,152000.0,20,Eligible,11350.0,Eligible,High_Risk,False,True
38.0,Male,Married,Graduate,51700.0,Private,4.1,MNC,Rented,9100.0,3,2,0.0,0.0,5600.0,12100.0,7300.0,No,0.0,624.0,302800.0,144600.0,Vehicle EMI,164000.0,34,High_Risk,6920.0,High_Risk,Eligible,False,True
58.0,Male,Single,Graduate,83100.0,Private,12.4,Startup,Own,0.0,1,0,0.0,0.0,5500.0,16200.0,15100.0,Yes,16500.0,695.0,580800.0,280200.0,Education EMI,312000.0,44,Eligible,11473.0,Eligible,High_Risk,False,True
38.0,Male,Single,Graduate,83800.0,Private,10.6,Startup,Own,0.0,2,1,0.0,0.0,11600.0,20500.0,10300.0,No,0.0,749.0,651300.0,137700.0,Home Appliances EMI,134000.0,6,Not_Eligible,22770.0,Not_Eligible,High_Risk,False,True
38.0,Male,Married,High School,69400.0,Private,3.2,Large Indian,Family,0.0,3,2,0.0,0.0,8400.0,19100.0,4900.0,No,0.0,687.0,467900.0,198500.0,Home Appliances EMI,289000.0,21,Eligible,20350.0,Eligible,High_Risk,False,True
38.0,Male,Married,Post Graduate,51700.0,Private,0.5,Startup,Rented,21800.0,2,1,0.0,0.0,4200.0,15500.0,8400.0,No,0.0,664.0,432100.0,196300.0,E-commerce Shopping EMI,63000.0,9,Not_Eligible,6556.0,Not_Eligible,Eligible,False,True
58.0,Female,Single,Graduate,26600.0,Government,3.8,Small,Own,0.0,2,1,0.0,0.0,1400.0,6900.0,1800.0,No,0.0,790.0,175100.0,44000.0,E-commerce Shopping EMI,161000.0,15,High_Risk,11979.0,High_Risk,Not_Eligible,False,True
32.0,Male,Single,Graduate,31400.0,Private,4.5,Small,Own,0.0,3,2,0.0,0.0,3200.0,6800.0,3100.0,No,0.0,708.0,80800.0,27700.0,Vehicle EMI,391000.0,80,Eligible,9150.0,Eligible,High_Risk,False,True
32.0,Female,Married,Post Graduate,70500.0,Private,4.2,Large Indian,Own,0.0,3,2,0.0,0.0,8200.0,20400.0,8200.0,No,0.0,651.0,478300.0,232100.0,Vehicle EMI,600000.0,51,Eligible,18535.0,Eligible,High_Risk,False,True
38.0,Female,Married,Post Graduate,85400.0,Government,3.9,Startup,Family,0.0,3,2,3700.0,5000.0,5600.0,18200.0,7200.0,Yes,18600.0,723.0,217400.0,73900.0,Home Appliances EMI,187000.0,28,Eligible,10433.5,Eligible,High_Risk,False,True
32.0,Male,Single,Post Graduate,71500.0,Private,2.4,MNC,Own,0.0,1,0,0.0,0.0,8300.0,13900.0,11300.0,No,0.0,549.0,159600.0,83600.0,Education EMI,320000.0,32,Not_Eligible,9500.0,Not_Eligible,High_Risk,False,True
38.0,Male,Married,Graduate,32500.0,Government,0.7,Mid-size,Own,0.0,2,1,0.0,0.0,3600.0,8400.0,6200.0,No,0.0,767.0,60300.0,19100.0,E-commerce Shopping EMI,141000.0,23,Not_Eligible,6864.0,Not_Eligible,High_Risk,False,True
58.0,Female,Married,Post Graduate,87000.0,Self-employed,3.7,Mid-size,Own,0.0,3,2,14100.0,12700.0,4900.0,17000.0,15900.0,No,0.0,791.0,168600.0,79300.0,E-commerce Shopping EMI,127000.0,18,High_Risk,9676.8,High_Risk,Eligible,False,True
38.0,Female,Single,Post Graduate,72300.0,Private,3.1,MNC,Own,0.0,3,2,3600.0,0.0,5200.0,14900.0,8300.0,Yes,13100.0,539.0,467500.0,135300.0,E-commerce Shopping EMI,99000.0,24,High_Risk,5236.0,High_Risk,Eligible,False,True
38.0,Female,Married,Professional,63800.0,Private,1.7,MNC,Own,0.0,3,2,7000.0,0.0,4800.0,17700.0,9200.0,No,0.0,729.0,372800.0,144800.0,Education EMI,282000.0,34,High_Risk,12550.0,High_Risk,Eligible,False,True
32.0,Male,Married,Post Graduate,99600.0,Private,0.5,Large Indian,Own,0.0,5,4,0.0,13800.0,9100.0,23900.0,12500.0,No,0.0,757.0,322900.0,101800.0,Education EMI,489000.0,31,High_Risk,19344.0,High_Risk,Not_Eligible,False,True
38.0,Male,Married,Post Graduate,92700.0,Government,6.8,Mid-size,Family,0.0,4,3,3700.0,5000.0,8300.0,24500.0,9000.0,No,0.0,755.0,147900.0,67200.0,Personal Loan EMI,676000.0,53,High_Risk,22281.6,High_Risk,Eligible,False,True
48.0,Male,Single,Post Graduate,92200.0,Private,10.2,Large Indian,Own,0.0,2,1,7200.0,0.0,6000.0,22800.0,11400.0,Yes,10900.0,691.0,628100.0,258000.0,Home Appliances EMI,148000.0,16,Eligible,13051.5,Eligible,High_Risk,False,True
27.0,Male,Single,Graduate,47500.0,Private,0.5,Startup,Family,0.0,2,1,0.0,0.0,6700.0,11000.0,7400.0,No,0.0,719.0,117300.0,31100.0,E-commerce Shopping EMI,72000.0,11,Eligible,8960.0,Eligible,High_Risk,False,True
27.0,Male,Single,Post Graduate,60700.0,Private,1.5,Startup,Family,0.0,1,0,0.0,0.0,8000.0,11800.0,7800.0,No,0.0,738.0,360400.0,133500.0,Education EMI,474000.0,32,Not_Eligible,16550.0,Not_Eligible,High_Risk,False,True
32.0,Male,Married,Post Graduate,40400.0,Private,2.5,Small,Own,0.0,3,2,2600.0,0.0,4300.0,6600.0,2000.0,No,0.0,554.0,282200.0,107700.0,E-commerce Shopping EMI,126000.0,16,Eligible,10956.0,Eligible,High_Risk,False,True
32.0,Male,Single,Graduate,40300.0,Private,0.5,MNC,Family,0.0,1,0,0.0,0.0,5800.0,10200.0,3100.0,No,0.0,605.0,63800.0,37200.0,E-commerce Shopping EMI,79000.0,20,High_Risk,5427.2,High_Risk,Eligible,False,True
58.0,Female,Married,Graduate,29300.0,Private,1.5,Small,Rented,7900.0,3,2,8700.0,0.0,2000.0,4600.0,3500.0,No,0.0,755.0,184600.0,101300.0,Home Appliances EMI,23000.0,19,Eligible,1716.0,Eligible,Not_Eligible,False,True
38.0,Male,Married,Graduate,113600.0,Private,7.4,Large Indian,Own,0.0,4,3,8100.0,0.0,10600.0,27100.0,19600.0,Yes,17700.0,725.0,658700.0,355800.0,Education EMI,209000.0,22,Not_Eligible,10675.0,Not_Eligible,High_Risk,False,True
32.0,Male,Single,Professional,86500.0,Government,10.0,Startup,Rented,26900.0,3,2,3500.0,0.0,4500.0,14700.0,8000.0,No,0.0,785.0,687000.0,194400.0,Home Appliances EMI,100000.0,6,High_Risk,20981.4,High_Risk,Eligible,False,True
48.0,Female,Single,Graduate,34800.0,Private,6.8,Mid-size,Family,0.0,3,2,0.0,0.0,2100.0,8900.0,6500.0,Yes,6600.0,738.0,184400.0,87900.0,Home Appliances EMI,84000.0,33,High_Risk,3745.0,High_Risk,Eligible,False,True
38.0,Male,Married,Post Graduate,98500.0,Private,3.1,Mid-size,Rented,18100.0,2,1,3700.0,0.0,7100.0,25600.0,16300.0,No,0.0,803.0,528800.0,154400.0,E-commerce Shopping EMI,141000.0,9,Not_Eligible,16620.0,Not_Eligible,High_Risk,False,True
48.0,Male,Married,Professional,89800.0,Private,1.6,Large Indian,Family,0.0,4,3,7400.0,18300.0,11800.0,20100.0,6300.0,No,0.0,761.0,234600.0,66900.0,Education EMI,486000.0,40,High_Risk,15540.0,High_Risk,Not_Eligible,False,True
48.0,Female,Single,High School,72000.0,Private,0.8,Mid-size,Own,0.0,2,1,0.0,0.0,9000.0,13200.0,4400.0,Yes,7600.0,587.0,206900.0,68900.0,Home Appliances EMI,120000.0,19,High_Risk,8467.2,High_Risk,Eligible,False,True
27.0,Female,Married,Professional,160200.0,Private,0.8,Mid-size,Own,0.0,3,2,12600.0,0.0,11700.0,30100.0,30600.0,Yes,39000.0,762.0,815700.0,256300.0,E-commerce Shopping EMI,134000.0,14,High_Risk,12163.2,High_Risk,Eligible,False,True
32.0,Female,Married,Post Graduate,115800.0,Self-employed,9.2,Large Indian,Own,0.0,4,3,0.0,0.0,11500.0,24500.0,19700.0,No,0.0,786.0,198100.0,101900.0,Personal Loan EMI,970000.0,48,Not_Eligible,25963.2,Not_Eligible,High_Risk,False,True
38.0,Female,Married,High School,49500.0,Private,4.9,MNC,Rented,9200.0,4,3,2500.0,0.0,5000.0,14800.0,8000.0,No,0.0,694.0,101500.0,31300.0,Home Appliances EMI,42000.0,9,High_Risk,5000.0,High_Risk,Not_Eligible,False,True
27.0,Male,Single,High School,44300.0,Private,0.5,MNC,Rented,15400.0,1,0,0.0,0.0,2700.0,8600.0,6400.0,No,0.0,633.0,85300.0,36200.0,Education EMI,83000.0,44,High_Risk,2867.2,High_Risk,Eligible,False,True
27.0,Female,Single,Professional,81500.0,Private,0.5,Startup,Rented,21500.0,1,0,0.0,0.0,8400.0,15700.0,12400.0,No,0.0,743.0,98700.0,56000.0,Vehicle EMI,217000.0,33,Not_Eligible,7520.0,Not_Eligible,High_Risk,False,True
48.0,Male,Married,Post Graduate,107000.0,Government,8.9,Large Indian,Family,0.0,2,1,4900.0,0.0,6300.0,21300.0,18100.0,Yes,23200.0,827.0,851500.0,384200.0,Home Appliances EMI,257000.0,17,High_Risk,16872.24,High_Risk,Not_Eligible,False,True
32.0,Male,Married,Professional,77900.0,Private,4.9,Mid-size,Own,0.0,3,2,12400.0,0.0,8900.0,15500.0,8400.0,Yes,16600.0,692.0,317400.0,179600.0,E-commerce Shopping EMI,80000.0,20,High_Risk,5635.0,High_Risk,Eligible,False,True
27.0,Male,Single,Graduate,117100.0,Private,0.8,Startup,Family,0.0,2,1,0.0,0.0,12200.0,26400.0,14800.0,No,0.0,629.0,566900.0,320500.0,Vehicle EMI,931000.0,62,High_Risk,20384.0,High_Risk,Not_Eligible,False,True
27.0,Male,Married,Graduate,40200.0,Government,3.8,Mid-size,Family,0.0,4,3,0.0,0.0,2400.0,8400.0,3500.0,No,0.0,812.0,272000.0,61300.0,Personal Loan EMI,622000.0,55,High_Risk,18803.4,High_Risk,Not_Eligible,False,True
32.0,Male,Single,Post Graduate,118500.0,Private,0.5,Mid-size,Own,0.0,2,1,0.0,23500.0,12800.0,26600.0,10400.0,No,0.0,749.0,869300.0,356200.0,Personal Loan EMI,548000.0,36,High_Risk,19888.0,High_Risk,Not_Eligible,False,True
32.0,Female,Married,Post Graduate,140400.0,Private,4.0,Mid-size,Family,0.0,2,1,3600.0,0.0,13200.0,28700.0,8300.0,Yes,36400.0,799.0,275900.0,61600.0,Home Appliances EMI,121000.0,9,High_Risk,16867.2,High_Risk,Eligible,False,True
48.0,Male,Married,Graduate,56800.0,Government,9.0,MNC,Family,0.0,2,1,0.0,0.0,5500.0,13600.0,9700.0,No,0.0,651.0,424500.0,234000.0,Home Appliances EMI,262000.0,22,Eligible,16940.0,Eligible,High_Risk,False,True
27.0,Male,Married,Graduate,67800.0,Private,1.8,Mid-size,Family,0.0,5,4,3600.0,0.0,8100.0,18400.0,5100.0,No,0.0,681.0,508100.0,74000.0,E-commerce Shopping EMI,166000.0,13,Eligible,17930.0,Eligible,High_Risk,False,True
38.0,male,Married,Post Graduate,49000.0,Self-employed,2.2,Large Indian,Rented,15200.0,3,2,8200.0,0.0,2600.0,12000.0,5900.0,No,0.0,736.0,77100.0,26600.0,Vehicle EMI,90000.0,78,High_Risk,1836.0,High_Risk,Eligible,False,True
48.0,Male,Married,Post Graduate,97100.0,Private,24.8,MNC,Rented,22500.0,3,2,0.0,0.0,14200.0,20100.0,7100.0,No,0.0,835.0,634700.0,148900.0,Personal Loan EMI,553000.0,36,High_Risk,21912.0,High_Risk,Not_Eligible,False,True
58.0,Female,Married,Graduate,40500.0,Self-employed,4.0,Large Indian,Own,0.0,3,2,0.0,0.0,5200.0,10500.0,4600.0,Yes,10400.0,612.0,194400.0,78700.0,E-commerce Shopping EMI,34000.0,19,High_Risk,2469.6,High_Risk,Eligible,False,True
48.0,Male,Married,Post Graduate,153800.0,Private,2.3,MNC,Own,0.0,3,2,12100.0,16200.0,16300.0,30200.0,29700.0,No,0.0,710.0,195900.0,233900.0,Personal Loan EMI,744000.0,54,Eligible,27115.0,Eligible,High_Risk,False,True
38.0,Male,Married,Post Graduate,56700.0,Private,9.9,Large Indian,Family,0.0,4,3,6300.0,0.0,8200.0,16600.0,4700.0,No,0.0,646.0,396000.0,154900.0,Personal Loan EMI,351000.0,52,Not_Eligible,9196.0,Not_Eligible,High_Risk,False,True
38.0,Female,Married,Professional,51700.0,Self-employed,2.6,MNC,Own,0.0,2,1,0.0,23300.0,7900.0,22900.0,13800.0,No,0.0,732.0,257700.0,79100.0,Home Appliances EMI,25000.0,27,Eligible,6255.0,Eligible,Not_Eligible,False,True
38.0,Male,Married,Post Graduate,23400.0,Government,1.8,Mid-size,Family,0.0,2,1,2000.0,0.0,2000.0,6800.0,4500.0,Yes,2800.0,624.0,54800.0,13600.0,E-commerce Shopping EMI,22000.0,17,High_Risk,1484.0,High_Risk,Not_Eligible,False,True
38.0,Female,Married,Post Graduate,94800.0,Private,3.5,Large Indian,Own,0.0,5,4,0.0,0.0,8100.0,26400.0,4900.0,Yes,23500.0,649.0,115000.0,49600.0,Education EMI,259000.0,44,Not_Eligible,7145.6,Not_Eligible,High_Risk,False,True
48.0,Male,Married,Professional,22500.0,Private,4.7,Startup,Family,0.0,4,3,0.0,0.0,2100.0,5800.0,4400.0,No,0.0,621.0,74900.0,15700.0,Education EMI,67000.0,19,High_Risk,4080.0,High_Risk,Not_Eligible,False,True
38.0,Female,Single,Post Graduate,149700.0,Private,1.6,Mid-size,Own,0.0,3,2,0.0,22200.0,9200.0,27600.0,24700.0,Yes,17200.0,699.0,498300.0,218100.0,Education EMI,334000.0,29,Eligible,17080.0,Eligible,High_Risk,False,True
38.0,Female,Married,Post Graduate,145900.0,Government,2.5,Mid-size,Own,0.0,4,3,0.0,0.0,17100.0,25000.0,26100.0,Yes,22100.0,700.0,521600.0,172800.0,Home Appliances EMI,169000.0,11,High_Risk,19460.0,High_Risk,Eligible,False,True
32.0,Male,Married,Graduate,40500.0,Government,2.0,Startup,Own,20329.0,4,3,8900.0,0.0,3700.0,6300.0,3600.0,No,0.0,790.0,127400.0,71900.0,Home Appliances EMI,207000.0,28,Eligible,10800.0,Eligible,Not_Eligible,False,True
38.0,Female,Single,Professional,37700.0,Government,10.7,Mid-size,Own,0.0,2,1,13100.0,0.0,2600.0,10400.0,3200.0,No,0.0,850.0,80000.0,23500.0,Education EMI,150000.0,33,High_Risk,5544.0,High_Risk,Not_Eligible,False,True
32.0,Male,Married,Post Graduate,72200.0,Private,7.4,Startup,Family,0.0,2,1,13600.0,0.0,7800.0,11300.0,6100.0,No,0.0,627.0,158000.0,73400.0,Vehicle EMI,781000.0,81,High_Risk,13360.0,High_Risk,Not_Eligible,False,True
38.0,Female,Married,Post Graduate,87800.0,Private,0.9,MNC,Own,0.0,3,2,10600.0,0.0,9700.0,22000.0,13800.0,No,0.0,681.0,380600.0,84000.0,Education EMI,279000.0,32,High_Risk,12680.0,High_Risk,Eligible,False,True
48.0,Male,Married,Graduate,67700.0,Government,2.0,Large Indian,Own,0.0,4,3,11700.0,0.0,9600.0,11800.0,8600.0,Yes,11800.0,750.0,81300.0,41100.0,Home Appliances EMI,57000.0,16,High_Risk,4771.2,High_Risk,Eligible,False,True
48.0,Female,Married,Professional,125900.0,Private,0.7,Large Indian,Family,0.0,3,2,0.0,0.0,16200.0,34900.0,9700.0,Yes,33400.0,576.0,404300.0,86500.0,Personal Loan EMI,164000.0,36,High_Risk,7100.8,High_Risk,Eligible,False,True
48.0,Male,Married,Graduate,84900.0,Private,20.4,Mid-size,Family,0.0,3,2,0.0,0.0,10200.0,13900.0,8000.0,Yes,20000.0,595.0,185200.0,50700.0,Home Appliances EMI,85000.0,12,High_Risk,9184.0,High_Risk,Eligible,False,True
48.0,Male,Married,Graduate,48300.0,Government,20.3,Large Indian,Own,16417.0,2,1,6900.0,0.0,6600.0,9700.0,3300.0,No,0.0,844.0,116600.0,37000.0,Education EMI,326000.0,39,Eligible,14388.0,Eligible,Not_Eligible,False,True
38.0,Male,Married,Graduate,86000.0,Private,16.0,Large Indian,Rented,16000.0,4,3,14900.0,0.0,9200.0,19300.0,9400.0,No,0.0,783.0,521100.0,105000.0,Home Appliances EMI,274000.0,30,High_Risk,11352.0,High_Risk,Not_Eligible,False,True
27.0,Male,Single,High School,36000.0,Government,0.6,Mid-size,Own,0.0,2,1,14800.0,0.0,3000.0,7100.0,3600.0,No,0.0,806.0,261300.0,76000.0,Vehicle EMI,117000.0,29,High_Risk,4950.0,High_Risk,Not_Eligible,False,True
32.0,Female,Married,Professional,55300.0,Self-employed,3.7,Large Indian,Family,0.0,2,1,10900.0,0.0,6200.0,11600.0,3500.0,No,0.0,798.0,203800.0,48400.0,Vehicle EMI,301000.0,27,Not_Eligible,12474.0,Not_Eligible,High_Risk,False,True
48.0,Male,Married,Post Graduate,25000.0,Private,11.2,Mid-size,Own,0.0,2,1,0.0,0.0,1900.0,6600.0,3600.0,No,0.0,720.0,28000.0,15100.0,E-commerce Shopping EMI,74000.0,20,High_Risk,5160.0,High_Risk,Eligible,False,True
27.0,Female,Single,Graduate,65100.0,Private,1.3,MNC,Own,0.0,1,0,0.0,0.0,6200.0,17500.0,6600.0,No,0.0,652.0,118700.0,46100.0,Education EMI,422000.0,47,High_Risk,13920.0,High_Risk,Eligible,False,True
