age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi,actual_class,predicted_class,prediction_correct,error_type,actual_high_risk,predicted_high_risk
48.0,Female,Married,Post Graduate,39300.0,Private,4.9,Large Indian,Rented,11900.0,4,3,0.0,0.0,2600.0,6200.0,4500.0,Yes,11700.0,683.0,23400.0,4900.0,Personal Loan EMI,170000.0,50,Not_Eligible,672.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Single,Post Graduate,95100.0,Self-employed,0.5,Mid-size,Rented,26200.0,2,1,7000.0,15500.0,11300.0,24700.0,16300.0,Yes,16800.0,752.0,111500.0,38200.0,Vehicle EMI,556000.0,70,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,Professional,135700.0,Private,0.8,MNC,Rented,32600.0,4,3,0.0,0.0,19000.0,20500.0,11500.0,Yes,36500.0,704.0,669600.0,179300.0,E-commerce Shopping EMI,47000.0,15,Eligible,4368.0,Eligible,Eligible,True,Correct,False,False
58.0,Female,Married,Post Graduate,36700.0,Government,9.7,Small,Own,0.0,4,3,9900.0,0.0,3000.0,8200.0,6500.0,No,0.0,699.0,70500.0,16300.0,Education EMI,84000.0,46,Eligible,4004.0,Eligible,Eligible,True,Correct,False,False
48.0,Male,Married,Post Graduate,54400.0,Self-employed,7.5,Startup,Rented,16800.0,4,3,2400.0,13000.0,7200.0,13900.0,8000.0,Yes,6900.0,736.0,423800.0,212400.0,Home Appliances EMI,73000.0,9,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Female,Married,Post Graduate,39800.0,Private,1.8,Mid-size,Family,0.0,5,4,3600.0,0.0,3400.0,6000.0,2100.0,Yes,9400.0,704.0,72100.0,36800.0,Education EMI,114000.0,9,Not_Eligible,4284.0,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Female,Single,Post Graduate,86000.0,Private,0.9,Startup,Family,0.0,1,0,0.0,0.0,5300.0,22800.0,11100.0,No,0.0,674.0,585300.0,244600.0,Education EMI,414000.0,27,High_Risk,20592.0,High_Risk,Eligible,False,High_Risk -> Eligible,True,False
58.0,Male,Married,Graduate,59000.0,Private,2.3,MNC,Own,0.0,3,2,8400.0,0.0,3500.0,16300.0,9400.0,No,0.0,774.0,406800.0,105700.0,Home Appliances EMI,74000.0,28,Eligible,14124.0,Eligible,Eligible,True,Correct,False,False
27.0,Female,Single,Graduate,30000.0,Self-employed,0.5,Large Indian,Family,0.0,2,1,0.0,0.0,3900.0,5000.0,2400.0,No,0.0,714.0,23100.0,13100.0,E-commerce Shopping EMI,21000.0,10,Eligible,6732.0,Eligible,Eligible,True,Correct,False,False
27.0,Male,Single,Post Graduate,30800.0,Private,4.1,Large Indian,Own,0.0,1,0,0.0,0.0,3800.0,8500.0,5100.0,Yes,7300.0,611.0,199100.0,105300.0,Personal Loan EMI,490000.0,60,Not_Eligible,1878.8,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Male,Married,High School,33500.0,Private,6.6,Large Indian,Family,0.0,4,3,8600.0,0.0,4900.0,8900.0,5100.0,No,0.0,617.0,200600.0,71100.0,Personal Loan EMI,387000.0,43,Not_Eligible,2400.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Post Graduate,62000.0,Self-employed,2.0,MNC,Rented,18500.0,5,4,10900.0,0.0,7900.0,16200.0,8700.0,Yes,10100.0,705.0,405700.0,204700.0,Vehicle EMI,1060000.0,35,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Female,Single,Graduate,21500.0,Self-employed,1.4,Mid-size,Rented,4200.0,2,1,12600.0,0.0,2600.0,4200.0,3800.0,Yes,5600.0,530.0,162800.0,60700.0,Education EMI,124000.0,23,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,50800.0,Private,2.8,Large Indian,Own,0.0,3,2,2300.0,0.0,7100.0,9400.0,6400.0,No,0.0,728.0,86000.0,26400.0,Education EMI,498000.0,45,Not_Eligible,10240.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,Graduate,52300.0,Private,2.1,Large Indian,Rented,16700.0,3,2,0.0,0.0,6200.0,15100.0,9300.0,No,0.0,616.0,235100.0,116200.0,Home Appliances EMI,169000.0,11,Not_Eligible,2000.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Male,Married,Graduate,51700.0,Government,10.4,Large Indian,Rented,13600.0,3,2,0.0,0.0,6400.0,11200.0,7300.0,Yes,9600.0,686.0,340600.0,170100.0,Vehicle EMI,229000.0,47,Not_Eligible,1228.15,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,Graduate,39900.0,Private,1.5,Startup,Own,0.0,2,1,14900.0,0.0,3200.0,9400.0,4200.0,No,0.0,734.0,55200.0,13300.0,Home Appliances EMI,277000.0,14,Not_Eligible,3280.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,31300.0,Government,6.4,Mid-size,Rented,7100.0,3,2,13300.0,15100.0,4000.0,8900.0,5300.0,No,0.0,850.0,32900.0,19100.0,Vehicle EMI,862000.0,71,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Female,Married,High School,62500.0,Government,5.8,Mid-size,Rented,14200.0,3,2,0.0,0.0,4800.0,14200.0,6300.0,No,0.0,768.0,487300.0,250800.0,Education EMI,205000.0,13,Not_Eligible,16698.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,High School,50700.0,Government,3.5,Large Indian,Family,0.0,3,2,8200.0,0.0,6100.0,9700.0,5900.0,No,0.0,733.0,306000.0,170200.0,E-commerce Shopping EMI,198000.0,7,Not_Eligible,12584.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Single,Graduate,29300.0,Private,0.6,MNC,Own,0.0,2,1,0.0,17400.0,1900.0,8100.0,1800.0,No,0.0,609.0,21900.0,5900.0,Vehicle EMI,814000.0,26,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Post Graduate,88600.0,Private,3.0,MNC,Own,6490.0,3,2,0.0,0.0,6700.0,19500.0,16100.0,No,0.0,850.0,542600.0,170900.0,E-commerce Shopping EMI,123000.0,18,Eligible,30558.0,Eligible,Eligible,True,Correct,False,False
58.0,Male,Married,Graduate,31800.0,Private,7.2,Small,Rented,9600.0,2,1,4600.0,0.0,3900.0,7000.0,6100.0,No,0.0,614.0,242900.0,117000.0,E-commerce Shopping EMI,25000.0,3,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Female,Married,Graduate,30300.0,Private,15.7,MNC,Rented,7000.0,3,2,0.0,8100.0,4400.0,8700.0,5200.0,No,0.0,552.0,160300.0,55600.0,Personal Loan EMI,127000.0,42,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Male,Married,Graduate,20000.0,Private,17.7,Mid-size,Own,0.0,3,2,0.0,20000.0,1500.0,5900.0,1400.0,No,0.0,680.0,57200.0,25800.0,Education EMI,451000.0,46,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Post Graduate,101300.0,Government,3.7,Large Indian,Own,0.0,5,4,13300.0,8300.0,9800.0,15900.0,14800.0,No,0.0,810.0,759000.0,343500.0,Education EMI,475000.0,24,High_Risk,28459.2,High_Risk,High_Risk,True,Correct,True,True
38.0,Male,Married,Graduate,109600.0,Private,6.0,Mid-size,Family,0.0,4,3,0.0,0.0,14600.0,31800.0,20300.0,No,0.0,755.0,371300.0,180100.0,Vehicle EMI,963000.0,45,Not_Eligible,25740.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,Graduate,69700.0,Government,1.6,MNC,Family,0.0,4,3,0.0,0.0,4700.0,18600.0,5700.0,Yes,9200.0,687.0,496200.0,196000.0,E-commerce Shopping EMI,33000.0,15,Eligible,12127.5,Eligible,Eligible,True,Correct,False,False
48.0,Male,Married,Graduate,49000.0,Private,22.2,Startup,Rented,16100.0,3,2,2700.0,0.0,2600.0,9400.0,5000.0,No,0.0,677.0,274000.0,150400.0,Vehicle EMI,565000.0,80,Not_Eligible,6600.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Male,Married,Graduate,17300.0,Private,15.7,Mid-size,Own,0.0,4,3,0.0,20100.0,2200.0,2600.0,2400.0,Yes,5000.0,673.0,95400.0,37900.0,Personal Loan EMI,434000.0,39,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,Graduate,77000.0,Government,1.2,MNC,Own,0.0,3,2,9500.0,0.0,10000.0,11800.0,4700.0,No,0.0,789.0,220800.0,121900.0,E-commerce Shopping EMI,49000.0,3,Eligible,24600.0,Eligible,Eligible,True,Correct,False,False
32.0,Male,Single,Post Graduate,55400.0,Private,4.5,Large Indian,Rented,8500.0,2,1,0.0,0.0,5400.0,13600.0,5200.0,No,0.0,649.0,144600.0,43600.0,Personal Loan EMI,252000.0,21,Not_Eligible,9080.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Female,Married,Post Graduate,53300.0,Private,3.4,Large Indian,Own,0.0,4,3,7000.0,0.0,3000.0,10100.0,3900.0,No,0.0,631.0,191000.0,55800.0,Home Appliances EMI,246000.0,15,Not_Eligible,11720.0,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Male,Single,Graduate,30500.0,Government,2.9,Mid-size,Rented,6800.0,1,0,0.0,0.0,3000.0,4600.0,1700.0,No,0.0,776.0,100700.0,46600.0,Education EMI,476000.0,14,Not_Eligible,8640.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Female,Married,Professional,59400.0,Private,0.7,Mid-size,Rented,14600.0,3,2,11800.0,0.0,8000.0,11900.0,5900.0,No,0.0,696.0,102300.0,61000.0,E-commerce Shopping EMI,184000.0,6,Not_Eligible,2304.0,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Male,Married,Professional,80600.0,Government,20.0,MNC,Family,0.0,2,1,13400.0,0.0,8000.0,12600.0,16100.0,Yes,11400.0,679.0,371800.0,138700.0,Education EMI,117000.0,13,Not_Eligible,7353.5,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Female,Married,Graduate,61100.0,Government,0.8,MNC,Rented,10200.0,4,3,10100.0,0.0,4400.0,14600.0,6200.0,Yes,6200.0,729.0,271400.0,83000.0,Home Appliances EMI,166000.0,12,Not_Eligible,3290.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Post Graduate,58800.0,Self-employed,3.1,Startup,Own,0.0,3,2,7100.0,0.0,4400.0,13900.0,7800.0,Yes,12600.0,544.0,401100.0,179000.0,Home Appliances EMI,146000.0,33,Not_Eligible,2252.25,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Male,Married,Post Graduate,39100.0,Government,36.0,Large Indian,Rented,7600.0,5,4,11700.0,23200.0,5500.0,6400.0,2600.0,No,0.0,816.0,27700.0,9500.0,E-commerce Shopping EMI,133000.0,24,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,Graduate,38700.0,Private,6.9,Startup,Family,0.0,3,2,13100.0,7000.0,4000.0,8600.0,6300.0,No,0.0,639.0,140600.0,70500.0,Vehicle EMI,1486000.0,36,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Female,Married,Graduate,18000.0,Private,20.0,MNC,Family,0.0,2,1,3400.0,22000.0,2400.0,3100.0,1200.0,Yes,2000.0,745.0,93600.0,40000.0,Personal Loan EMI,523000.0,59,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Female,Married,Post Graduate,76400.0,Government,9.4,Large Indian,Rented,22600.0,2,1,0.0,17100.0,10700.0,12800.0,12400.0,No,0.0,850.0,157300.0,42900.0,Personal Loan EMI,922000.0,48,Not_Eligible,528.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Female,Married,Graduate,63900.0,Government,1.2,Startup,Family,0.0,5,4,0.0,0.0,7100.0,10100.0,4300.0,No,0.0,725.0,360600.0,170200.0,Home Appliances EMI,80000.0,26,Eligible,21200.0,Eligible,Eligible,True,Correct,False,False
48.0,Male,Married,High School,29300.0,Private,15.5,Mid-size,Own,0.0,4,3,0.0,0.0,4100.0,5000.0,3800.0,No,0.0,728.0,135400.0,51600.0,Home Appliances EMI,20000.0,21,Eligible,8200.0,Eligible,Eligible,True,Correct,False,False
38.0,Female,Married,Post Graduate,63200.0,Private,0.5,Mid-size,Own,0.0,4,3,0.0,19600.0,8600.0,11400.0,11900.0,No,0.0,710.0,195300.0,98800.0,Personal Loan EMI,917000.0,16,Not_Eligible,4680.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,32700.0,Self-employed,0.9,Large Indian,Rented,6900.0,3,2,0.0,0.0,4900.0,9600.0,2000.0,Yes,8300.0,718.0,145400.0,72500.0,E-commerce Shopping EMI,92000.0,8,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Male,Married,Post Graduate,53600.0,Government,6.0,MNC,Rented,9500.0,2,1,9200.0,11100.0,3300.0,11300.0,4800.0,Yes,9600.0,659.0,390000.0,135100.0,Home Appliances EMI,88000.0,22,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Male,Single,Graduate,53600.0,Private,1.1,Large Indian,Rented,18400.0,1,0,0.0,0.0,7000.0,8300.0,3300.0,No,0.0,771.0,415600.0,158300.0,E-commerce Shopping EMI,100000.0,20,Eligible,10956.0,Eligible,Eligible,True,Correct,False,False
32.0,Male,Single,Graduate,64100.0,Self-employed,5.5,Startup,Rented,14000.0,1,0,0.0,0.0,5600.0,13000.0,5800.0,No,0.0,818.0,398800.0,137300.0,Education EMI,359000.0,17,Not_Eligible,15265.8,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Male,Single,Professional,30000.0,Government,3.9,Startup,Family,0.0,2,1,3400.0,8300.0,4200.0,6000.0,2000.0,No,0.0,684.0,43000.0,22500.0,Personal Loan EMI,335000.0,20,Not_Eligible,2684.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Female,Married,Graduate,48100.0,Private,5.5,Large Indian,Own,0.0,3,2,5700.0,24800.0,2500.0,11000.0,6800.0,Yes,13000.0,646.0,256300.0,114400.0,E-commerce Shopping EMI,147000.0,8,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,60000.0,Private,3.6,Mid-size,Family,0.0,4,3,3700.0,12400.0,7000.0,17400.0,7200.0,No,0.0,667.0,207000.0,51000.0,Home Appliances EMI,124000.0,16,Not_Eligible,6150.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Single,Graduate,34900.0,Government,14.6,MNC,Own,0.0,3,2,0.0,0.0,3800.0,5700.0,3500.0,No,0.0,783.0,115700.0,50400.0,Vehicle EMI,383000.0,66,Eligible,14454.0,Eligible,Eligible,True,Correct,False,False
48.0,Female,Married,Graduate,42700.0,Private,3.4,Large Indian,Family,0.0,3,2,0.0,0.0,5200.0,9400.0,8100.0,No,0.0,687.0,334200.0,196300.0,E-commerce Shopping EMI,10000.0,13,Eligible,11000.0,Eligible,Eligible,True,Correct,False,False
32.0,Male,Married,High School,81900.0,Self-employed,0.8,MNC,Family,0.0,3,2,13700.0,0.0,6700.0,24400.0,12300.0,Yes,22900.0,744.0,435300.0,134000.0,Education EMI,245000.0,45,Not_Eligible,598.5,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Female,Married,Graduate,58400.0,Private,5.1,Mid-size,Rented,19800.0,4,3,4500.0,21500.0,6100.0,13300.0,7800.0,Yes,10600.0,711.0,195900.0,99800.0,Vehicle EMI,719000.0,31,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Female,Married,Graduate,61500.0,Private,5.3,Large Indian,Rented,9700.0,2,1,0.0,0.0,5100.0,17000.0,7600.0,Yes,7300.0,620.0,308400.0,145500.0,Home Appliances EMI,186000.0,27,Not_Eligible,4144.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,Professional,97700.0,Government,3.2,MNC,Rented,33000.0,3,2,8500.0,0.0,13900.0,24000.0,10700.0,Yes,24100.0,699.0,547000.0,276300.0,Education EMI,304000.0,31,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Female,Married,Graduate,103600.0,Private,0.5,Small,Rented,15900.0,2,1,9700.0,17900.0,5300.0,24500.0,10800.0,No,0.0,683.0,453100.0,106000.0,Home Appliances EMI,58000.0,11,Eligible,7800.0,Eligible,Eligible,True,Correct,False,False
27.0,Female,Married,Post Graduate,20800.0,Private,2.4,MNC,Family,0.0,3,2,6600.0,0.0,2900.0,4300.0,1300.0,No,0.0,678.0,75900.0,44600.0,Home Appliances EMI,221000.0,8,Not_Eligible,2850.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Female,Married,Graduate,86500.0,Private,8.2,MNC,Own,0.0,5,4,4200.0,19300.0,8700.0,23800.0,14800.0,Yes,14400.0,705.0,192100.0,45000.0,Personal Loan EMI,648000.0,54,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Female,Single,Post Graduate,56100.0,Private,18.9,Large Indian,Family,0.0,1,0,0.0,0.0,6100.0,15400.0,8000.0,Yes,6600.0,654.0,81000.0,36300.0,Personal Loan EMI,354000.0,20,Not_Eligible,5600.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Female,Married,Post Graduate,75500.0,Private,0.5,MNC,Rented,21300.0,3,2,8900.0,0.0,6500.0,16900.0,8900.0,No,0.0,592.0,152500.0,46500.0,Vehicle EMI,1297000.0,81,Not_Eligible,4160.0,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Male,Married,Graduate,50200.0,Private,2.1,Mid-size,Family,0.0,2,1,0.0,0.0,3100.0,9000.0,5500.0,No,0.0,745.0,226400.0,130900.0,Home Appliances EMI,203000.0,16,High_Risk,16300.0,High_Risk,High_Risk,True,Correct,True,True
38.0,Male,Married,Graduate,33700.0,Private,16.0,Large Indian,Own,0.0,4,3,5400.0,24000.0,3600.0,8700.0,4100.0,Yes,10100.0,799.0,261400.0,142200.0,E-commerce Shopping EMI,184000.0,23,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Single,Graduate,66000.0,Private,4.8,Large Indian,Family,0.0,2,1,10800.0,0.0,8800.0,12500.0,4200.0,Yes,10900.0,646.0,56600.0,16300.0,Personal Loan EMI,692000.0,26,Not_Eligible,4211.2,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Male,Single,High School,25600.0,Private,2.7,Mid-size,Own,0.0,1,0,0.0,0.0,2700.0,6200.0,3600.0,No,0.0,631.0,38000.0,20700.0,E-commerce Shopping EMI,59000.0,5,Not_Eligible,4192.0,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Male,Single,Post Graduate,64300.0,Government,0.9,Mid-size,Rented,15900.0,2,1,0.0,0.0,9000.0,16600.0,5800.0,No,0.0,725.0,505100.0,102300.0,Home Appliances EMI,46000.0,16,Eligible,9350.0,Eligible,Eligible,True,Correct,False,False
27.0,Male,Married,Graduate,37800.0,Private,0.9,MNC,Family,0.0,4,3,14100.0,14000.0,3900.0,5800.0,4400.0,No,0.0,585.0,30300.0,10700.0,Vehicle EMI,1017000.0,31,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Male,Single,Professional,92300.0,Government,1.0,Startup,Family,0.0,3,2,2900.0,0.0,11400.0,24600.0,15400.0,No,0.0,754.0,119900.0,44700.0,E-commerce Shopping EMI,20000.0,15,Eligible,18240.0,Eligible,Eligible,True,Correct,False,False
58.0,Male,Married,Professional,30500.0,Private,0.5,Startup,Rented,5500.0,3,2,0.0,0.0,3900.0,9000.0,5500.0,No,0.0,800.0,22500.0,13200.0,Vehicle EMI,1383000.0,65,Not_Eligible,2534.4,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,Graduate,66000.0,Self-employed,1.4,Startup,Rented,11900.0,2,1,7200.0,18600.0,5300.0,14100.0,4300.0,No,0.0,608.0,247200.0,97600.0,Home Appliances EMI,105000.0,9,Not_Eligible,1656.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Female,Married,Post Graduate,54500.0,Government,6.5,Mid-size,Rented,13200.0,4,3,6300.0,0.0,5200.0,8800.0,2800.0,No,0.0,782.0,373600.0,170200.0,Vehicle EMI,974000.0,32,Not_Eligible,13213.2,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Single,Post Graduate,60800.0,Self-employed,1.0,Mid-size,Rented,16100.0,2,1,0.0,8200.0,4900.0,16800.0,4200.0,No,0.0,701.0,195900.0,132300.0,Home Appliances EMI,281000.0,10,Not_Eligible,4770.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Male,Married,Graduate,52400.0,Private,4.4,Mid-size,Own,0.0,3,2,0.0,0.0,6900.0,11500.0,9600.0,Yes,7000.0,673.0,367500.0,162900.0,E-commerce Shopping EMI,43000.0,18,Eligible,6699.0,Eligible,Eligible,True,Correct,False,False
38.0,Female,Married,Professional,79100.0,Private,1.2,MNC,Own,0.0,5,4,11200.0,0.0,6300.0,12700.0,7300.0,Yes,11700.0,756.0,99100.0,40900.0,Home Appliances EMI,229000.0,34,Eligible,10046.4,Eligible,Eligible,True,Correct,False,False
38.0,Male,Married,Professional,55000.0,Private,3.3,Mid-size,Own,0.0,5,4,0.0,0.0,8100.0,11300.0,10100.0,Yes,8500.0,643.0,169500.0,45200.0,Personal Loan EMI,433000.0,52,Not_Eligible,4760.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Female,Married,Graduate,45900.0,Private,0.5,MNC,Family,0.0,3,2,10900.0,17800.0,4100.0,8000.0,8200.0,Yes,7700.0,619.0,366500.0,151900.0,Vehicle EMI,683000.0,77,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Female,Single,Professional,85000.0,Private,0.7,MNC,Own,0.0,2,1,0.0,15500.0,6000.0,20300.0,11700.0,No,0.0,652.0,521400.0,175900.0,E-commerce Shopping EMI,123000.0,24,Eligible,13860.0,Eligible,Eligible,True,Correct,False,False
48.0,Female,Married,Post Graduate,69000.0,Private,8.8,MNC,Family,0.0,3,2,0.0,0.0,7800.0,15300.0,4700.0,Yes,8000.0,654.0,531900.0,268000.0,Vehicle EMI,1132000.0,33,Not_Eligible,12782.0,Not_Eligible,Not_Eligible,True,Correct,False,False
28.0,Male,Married,Professional,93468.0,Private,0.5,Small,Family,0.0,5,4,9400.0,12200.0,5300.0,14800.0,18600.0,No,0.0,795.0,558300.0,302300.0,Education EMI,87000.0,34,Eligible,16176.0,Eligible,Eligible,True,Correct,False,False
38.0,Male,Married,High School,36700.0,Self-employed,0.5,MNC,Own,0.0,2,1,0.0,0.0,4300.0,10900.0,2700.0,No,0.0,645.0,107800.0,48100.0,Home Appliances EMI,103000.0,10,Not_Eligible,6768.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Female,Married,Graduate,99700.0,Private,5.1,Large Indian,Family,0.0,2,1,0.0,0.0,13900.0,18000.0,17100.0,No,0.0,797.0,621900.0,314000.0,Vehicle EMI,1154000.0,54,Eligible,33462.0,Eligible,High_Risk,False,Eligible -> High_Risk,False,True
38.0,Male,Married,Graduate,41400.0,Private,8.0,Large Indian,Family,0.0,3,2,0.0,0.0,6100.0,8700.0,3300.0,Yes,12400.0,704.0,142400.0,63600.0,Vehicle EMI,1427000.0,72,Not_Eligible,3815.0,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Male,Single,Graduate,77300.0,Government,0.5,Mid-size,Rented,20300.0,2,1,5500.0,21200.0,10900.0,18700.0,14700.0,Yes,20500.0,626.0,423100.0,153600.0,Personal Loan EMI,561000.0,16,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,Graduate,20000.0,Private,4.1,Small,Rented,5600.0,4,3,11800.0,0.0,1700.0,4400.0,1100.0,No,0.0,694.0,126500.0,68800.0,Vehicle EMI,392000.0,42,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Female,Married,Professional,67400.0,Private,1.7,MNC,Rented,22000.0,3,2,11900.0,10000.0,4500.0,10300.0,8400.0,No,0.0,705.0,64200.0,35800.0,Vehicle EMI,113000.0,41,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
48.0,Male,Single,Post Graduate,136500.0,Private,21.8,MNC,Rented,47000.0,2,1,0.0,0.0,8100.0,37300.0,20800.0,No,0.0,764.0,1082600.0,219700.0,Personal Loan EMI,796000.0,24,Not_Eligible,15378.0,Not_Eligible,Not_Eligible,True,Correct,False,False
32.0,Male,Married,Post Graduate,23400.0,Private,1.4,Mid-size,Rented,7300.0,2,1,0.0,0.0,2600.0,4500.0,3700.0,Yes,4600.0,606.0,128900.0,52800.0,Vehicle EMI,425000.0,49,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
27.0,Male,Single,Graduate,45000.0,Government,3.1,MNC,Own,0.0,2,1,2500.0,0.0,3700.0,9500.0,6900.0,No,0.0,695.0,216800.0,66400.0,Education EMI,184000.0,12,Not_Eligible,12320.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,High School,36400.0,Self-employed,3.3,Mid-size,Family,0.0,3,2,6500.0,0.0,2000.0,10400.0,5400.0,No,0.0,707.0,195900.0,113600.0,Vehicle EMI,850000.0,83,Not_Eligible,5989.5,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,124900.0,Private,0.5,Mid-size,Rented,21500.0,3,2,13000.0,23500.0,15800.0,24500.0,24100.0,No,0.0,818.0,76000.0,24000.0,Home Appliances EMI,238000.0,18,Not_Eligible,960.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Female,Married,Post Graduate,87200.0,Private,0.5,Large Indian,Family,0.0,4,3,13400.0,0.0,6000.0,23500.0,14500.0,No,0.0,716.0,499300.0,222200.0,Personal Loan EMI,819000.0,59,Not_Eligible,11920.0,Not_Eligible,Not_Eligible,True,Correct,False,False
38.0,Male,Married,Post Graduate,49300.0,Private,11.2,Large Indian,Own,0.0,3,2,13300.0,0.0,2900.0,8400.0,2500.0,No,0.0,708.0,178500.0,102100.0,E-commerce Shopping EMI,90000.0,14,Eligible,11100.0,Eligible,Eligible,True,Correct,False,False
38.0,Male,Married,Graduate,38800.0,Private,2.2,Startup,Family,0.0,3,2,12500.0,0.0,2900.0,9200.0,4300.0,No,0.0,702.0,115600.0,31600.0,Home Appliances EMI,228000.0,24,Not_Eligible,4950.0,Not_Eligible,Not_Eligible,True,Correct,False,False
58.0,Female,Married,Graduate,18000.0,Private,4.6,Large Indian,Rented,6100.0,4,3,8900.0,6400.0,2400.0,2800.0,1100.0,No,0.0,669.0,128300.0,32500.0,Home Appliances EMI,51000.0,20,Not_Eligible,500.0,Not_Eligible,Not_Eligible,True,Correct,False,False
